,SCHOOL_YEAR,SCHOOL_NUMBER,SCHOOL_NAME_x,DISTRICT_NUMBER,DISTRICT_NAME,PUBLIC_OR_INDEPENDENT,STREET_ADDRESS,PHYSICAL_ADDRESS_CITY,FACILTY_TYPE,SCHOOL_EDUCATION_LEVEL,HAS_CORE_FRENCH,HAS_EARLY_FRENCH_IMMERSION,HAS_LATE_FRENCH_IMMERSION,HAS_PROG_FRANCOPHONE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,SCHOOL_NAME_y,SCHOOL_TYPE,YEAR,LOCATION,ENROLMENT,PERCENT_ESL,PERCENT_SPECIAL_NEEDS,PERCENT_FRENCH_IMM,AVERAGE_EXAM_MARK,PERCENT_EXAMS_FAILED,PERCENT_GRAD,PERCENT_DELAYED,OVERALL,SCHOOL_NAME_y
919,2019/2020,6196008,St Michaels University School - Senior,61,Greater Victoria,Independent,3400 Richmond Rd,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.45210537,-123.3285068,St Michaels,Independent,2019,Victoria,Gr 12 enrolment: 145,5.6,4.2,0.0,77.2,2.8,100.0,0.0,8.1,St Michaels
920,2019/2020,6196021,Glenlyon Norfolk School,61,Greater Victoria,Independent,801 Bank St,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.42026893,-123.329413,Glenlyon Norfolk,Independent,2015,Victoria,Gr 12 enrolment: 56,3.6,11.3,0.0,80.3,1.3,100.0,0.0,9.5,Glenlyon Norfolk
921,2019/2020,6196021,Glenlyon Norfolk School,61,Greater Victoria,Independent,801 Bank St,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.42026893,-123.329413,Glenlyon Norfolk,Independent,2016,Victoria,Gr 12 enrolment: 56,3.6,11.3,0.0,78.6,2.4,98.7,0.8,8.9,Glenlyon Norfolk
922,2019/2020,6196021,Glenlyon Norfolk School,61,Greater Victoria,Independent,801 Bank St,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.42026893,-123.329413,Glenlyon Norfolk,Independent,2017,Victoria,Gr 12 enrolment: 56,3.6,11.3,0.0,79.4,3.0,98.6,0.0,9.2,Glenlyon Norfolk
923,2019/2020,6196021,Glenlyon Norfolk School,61,Greater Victoria,Independent,801 Bank St,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.42026893,-123.329413,Glenlyon Norfolk,Independent,2018,Victoria,Gr 12 enrolment: 56,3.6,11.3,0.0,83.3,1.5,100.0,0.0,9.4,Glenlyon Norfolk
924,2019/2020,6196021,Glenlyon Norfolk School,61,Greater Victoria,Independent,801 Bank St,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.42026893,-123.329413,Glenlyon Norfolk,Independent,2019,Victoria,Gr 12 enrolment: 56,3.6,11.3,0.0,80.0,1.7,98.2,3.5,8.4,Glenlyon Norfolk
925,2019/2020,6196084,Pacific Christian School,61,Greater Victoria,Independent,654 Agnes St,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.47319618,-123.3843328,Pacific Christian,Independent,2015,Victoria,Gr 12 enrolment: 101,0.8,10.0,0.0,71.8,6.8,98.5,6.9,7.0,Pacific Christian
926,2019/2020,6196084,Pacific Christian School,61,Greater Victoria,Independent,654 Agnes St,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.47319618,-123.3843328,Pacific Christian,Independent,2016,Victoria,Gr 12 enrolment: 101,0.8,10.0,0.0,71.6,8.6,93.3,12.0,5.7,Pacific Christian
927,2019/2020,6196084,Pacific Christian School,61,Greater Victoria,Independent,654 Agnes St,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.47319618,-123.3843328,Pacific Christian,Independent,2017,Victoria,Gr 12 enrolment: 101,0.8,10.0,0.0,63.9,13.2,98.6,5.1,5.3,Pacific Christian
928,2019/2020,6196084,Pacific Christian School,61,Greater Victoria,Independent,654 Agnes St,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.47319618,-123.3843328,Pacific Christian,Independent,2018,Victoria,Gr 12 enrolment: 101,0.8,10.0,0.0,71.3,10.6,98.9,12.1,6.4,Pacific Christian
929,2019/2020,6196084,Pacific Christian School,61,Greater Victoria,Independent,654 Agnes St,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.47319618,-123.3843328,Pacific Christian,Independent,2019,Victoria,Gr 12 enrolment: 101,0.8,10.0,0.0,69.4,11.0,92.7,5.7,4.3,Pacific Christian
930,2019/2020,6262013,Belmont Secondary,62,Sooke,Public,3041 Langford Lake Rd,Victoria,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.4424729,-123.5293263,Belmont,Public,2015,Victoria,Gr 12 enrolment: 392,4.1,14.6,14.1,64.4,14.1,93.1,15.0,4.6,Belmont
931,2019/2020,6262013,Belmont Secondary,62,Sooke,Public,3041 Langford Lake Rd,Victoria,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.4424729,-123.5293263,Belmont,Public,2016,Victoria,Gr 12 enrolment: 392,4.1,14.6,14.1,63.0,19.0,94.0,16.8,3.9,Belmont
932,2019/2020,6262013,Belmont Secondary,62,Sooke,Public,3041 Langford Lake Rd,Victoria,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.4424729,-123.5293263,Belmont,Public,2017,Victoria,Gr 12 enrolment: 392,4.1,14.6,14.1,59.0,21.3,90.7,28.8,2.3,Belmont
933,2019/2020,6262013,Belmont Secondary,62,Sooke,Public,3041 Langford Lake Rd,Victoria,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.4424729,-123.5293263,Belmont,Public,2018,Victoria,Gr 12 enrolment: 392,4.1,14.6,14.1,63.9,14.9,92.1,24.0,3.3,Belmont
934,2019/2020,6262013,Belmont Secondary,62,Sooke,Public,3041 Langford Lake Rd,Victoria,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.4424729,-123.5293263,Belmont,Public,2019,Victoria,Gr 12 enrolment: 392,4.1,14.6,14.1,64.8,11.7,94.4,13.9,4.0,Belmont
935,2019/2020,6262033,Edward Milne Community School,62,Sooke,Public,PO Box 1010,Sooke,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.38862821,-123.6967774,Edward Milne,Public,2015,Sooke,Gr 12 enrolment: 153,4.4,18.8,9.3,63.9,15.3,93.3,24.5,4.8,Edward Milne
936,2019/2020,6262033,Edward Milne Community School,62,Sooke,Public,PO Box 1010,Sooke,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.38862821,-123.6967774,Edward Milne,Public,2016,Sooke,Gr 12 enrolment: 153,4.4,18.8,9.3,63.4,18.3,94.0,25.8,4.1,Edward Milne
937,2019/2020,6262033,Edward Milne Community School,62,Sooke,Public,PO Box 1010,Sooke,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.38862821,-123.6967774,Edward Milne,Public,2017,Sooke,Gr 12 enrolment: 153,4.4,18.8,9.3,59.9,24.2,91.4,26.9,3.0,Edward Milne
938,2019/2020,6262033,Edward Milne Community School,62,Sooke,Public,PO Box 1010,Sooke,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.38862821,-123.6967774,Edward Milne,Public,2018,Sooke,Gr 12 enrolment: 153,4.4,18.8,9.3,65.1,15.3,97.7,21.5,5.1,Edward Milne
939,2019/2020,6262033,Edward Milne Community School,62,Sooke,Public,PO Box 1010,Sooke,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.38862821,-123.6967774,Edward Milne,Public,2019,Sooke,Gr 12 enrolment: 153,4.4,18.8,9.3,61.7,16.8,98.4,18.8,4.0,Edward Milne
940,2019/2020,6262038,Royal Bay Secondary,62,Sooke,Public,3500 Ryder Hesjedal Way,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.4092932,-123.4927158,Royal Bay,Public,2015,Victoria,Gr 12 enrolment: 273,2.2,13.9,0.0,,,,,,Royal Bay
941,2019/2020,6262038,Royal Bay Secondary,62,Sooke,Public,3500 Ryder Hesjedal Way,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.4092932,-123.4927158,Royal Bay,Public,2016,Victoria,Gr 12 enrolment: 273,2.2,13.9,0.0,66.1,13.9,90.9,18.8,5.0,Royal Bay
942,2019/2020,6262038,Royal Bay Secondary,62,Sooke,Public,3500 Ryder Hesjedal Way,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.4092932,-123.4927158,Royal Bay,Public,2017,Victoria,Gr 12 enrolment: 273,2.2,13.9,0.0,59.4,25.2,94.1,11.6,2.8,Royal Bay
943,2019/2020,6262038,Royal Bay Secondary,62,Sooke,Public,3500 Ryder Hesjedal Way,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.4092932,-123.4927158,Royal Bay,Public,2018,Victoria,Gr 12 enrolment: 273,2.2,13.9,0.0,64.3,14.6,93.7,13.6,3.7,Royal Bay
944,2019/2020,6262038,Royal Bay Secondary,62,Sooke,Public,3500 Ryder Hesjedal Way,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.4092932,-123.4927158,Royal Bay,Public,2019,Victoria,Gr 12 enrolment: 273,2.2,13.9,0.0,63.5,14.4,96.7,12.7,4.0,Royal Bay
945,2019/2020,6363021,Claremont Secondary,63,Saanich,Public,4980 Wesley Rd,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.51599014,-123.3748932,Claremont,Public,2015,Victoria,Gr 12 enrolment: 292,2.0,11.1,0.1,71.2,6.5,89.8,13.8,6.1,Claremont
946,2019/2020,6363021,Claremont Secondary,63,Saanich,Public,4980 Wesley Rd,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.51599014,-123.3748932,Claremont,Public,2016,Victoria,Gr 12 enrolment: 292,2.0,11.1,0.1,72.1,5.8,96.5,9.3,7.1,Claremont
947,2019/2020,6363021,Claremont Secondary,63,Saanich,Public,4980 Wesley Rd,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.51599014,-123.3748932,Claremont,Public,2017,Victoria,Gr 12 enrolment: 292,2.0,11.1,0.1,68.7,8.1,95.3,12.9,6.0,Claremont
948,2019/2020,6363021,Claremont Secondary,63,Saanich,Public,4980 Wesley Rd,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.51599014,-123.3748932,Claremont,Public,2018,Victoria,Gr 12 enrolment: 292,2.0,11.1,0.1,71.6,7.4,96.9,5.6,6.4,Claremont
949,2019/2020,6363021,Claremont Secondary,63,Saanich,Public,4980 Wesley Rd,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.51599014,-123.3748932,Claremont,Public,2019,Victoria,Gr 12 enrolment: 292,2.0,11.1,0.1,72.1,4.6,98.9,4.1,7.3,Claremont
950,2019/2020,6363022,Parkland Secondary,63,Saanich,Public,10640 McDonald Park Rd,North Saanich,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.6703958,-123.4217982,Parkland,Public,2015,North Saanich,Gr 12 enrolment: 130,3.6,15.3,0.6,66.7,13.8,95.5,16.8,4.6,Parkland
951,2019/2020,6363022,Parkland Secondary,63,Saanich,Public,10640 McDonald Park Rd,North Saanich,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.6703958,-123.4217982,Parkland,Public,2016,North Saanich,Gr 12 enrolment: 130,3.6,15.3,0.6,67.3,13.8,93.1,23.9,4.8,Parkland
952,2019/2020,6363022,Parkland Secondary,63,Saanich,Public,10640 McDonald Park Rd,North Saanich,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.6703958,-123.4217982,Parkland,Public,2017,North Saanich,Gr 12 enrolment: 130,3.6,15.3,0.6,65.1,16.7,96.3,17.3,3.9,Parkland
953,2019/2020,6363022,Parkland Secondary,63,Saanich,Public,10640 McDonald Park Rd,North Saanich,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.6703958,-123.4217982,Parkland,Public,2018,North Saanich,Gr 12 enrolment: 130,3.6,15.3,0.6,65.0,10.3,92.4,17.5,4.7,Parkland
954,2019/2020,6363022,Parkland Secondary,63,Saanich,Public,10640 McDonald Park Rd,North Saanich,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.6703958,-123.4217982,Parkland,Public,2019,North Saanich,Gr 12 enrolment: 130,3.6,15.3,0.6,66.4,8.8,100.0,11.1,5.9,Parkland
955,2019/2020,6464010,Gulf Islands Secondary,64,Gulf Islands,Public,112 Rainbow Rd,Salt Spring Island,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.85550593,-123.5073606,Gulf Islands,Public,2015,Salt Spring Island,Gr 12 enrolment: 150,0.9,15.0,10.1,64.5,15.9,95.9,23.9,4.3,Gulf Islands
956,2019/2020,6464010,Gulf Islands Secondary,64,Gulf Islands,Public,112 Rainbow Rd,Salt Spring Island,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.85550593,-123.5073606,Gulf Islands,Public,2016,Salt Spring Island,Gr 12 enrolment: 150,0.9,15.0,10.1,65.6,17.0,85.0,32.4,3.3,Gulf Islands
957,2019/2020,6464010,Gulf Islands Secondary,64,Gulf Islands,Public,112 Rainbow Rd,Salt Spring Island,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.85550593,-123.5073606,Gulf Islands,Public,2017,Salt Spring Island,Gr 12 enrolment: 150,0.9,15.0,10.1,61.2,23.1,92.9,26.9,1.9,Gulf Islands
958,2019/2020,6464010,Gulf Islands Secondary,64,Gulf Islands,Public,112 Rainbow Rd,Salt Spring Island,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.85550593,-123.5073606,Gulf Islands,Public,2018,Salt Spring Island,Gr 12 enrolment: 150,0.9,15.0,10.1,69.0,10.0,92.8,22.5,4.2,Gulf Islands
959,2019/2020,6464010,Gulf Islands Secondary,64,Gulf Islands,Public,112 Rainbow Rd,Salt Spring Island,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.85550593,-123.5073606,Gulf Islands,Public,2019,Salt Spring Island,Gr 12 enrolment: 150,0.9,15.0,10.1,65.7,11.4,97.5,24.4,4.3,Gulf Islands
960,2019/2020,6715002,Penticton Secondary,67,Okanagan Skaha,Public,158 Eckhardt Ave E,Penticton,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.49179307,-119.5873833,Penticton,Public,2015,Penticton,Gr 12 enrolment: 261,0.6,10.1,19.1,69.5,7.0,96.9,23.4,6.3,Penticton
961,2019/2020,6715002,Penticton Secondary,67,Okanagan Skaha,Public,158 Eckhardt Ave E,Penticton,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.49179307,-119.5873833,Penticton,Public,2016,Penticton,Gr 12 enrolment: 261,0.6,10.1,19.1,69.6,9.1,98.8,16.9,6.7,Penticton
962,2019/2020,6715002,Penticton Secondary,67,Okanagan Skaha,Public,158 Eckhardt Ave E,Penticton,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.49179307,-119.5873833,Penticton,Public,2017,Penticton,Gr 12 enrolment: 261,0.6,10.1,19.1,69.5,6.9,95.5,19.2,6.8,Penticton
963,2019/2020,6715002,Penticton Secondary,67,Okanagan Skaha,Public,158 Eckhardt Ave E,Penticton,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.49179307,-119.5873833,Penticton,Public,2018,Penticton,Gr 12 enrolment: 261,0.6,10.1,19.1,72.3,6.1,95.1,21.4,6.7,Penticton
964,2019/2020,6715002,Penticton Secondary,67,Okanagan Skaha,Public,158 Eckhardt Ave E,Penticton,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.49179307,-119.5873833,Penticton,Public,2019,Penticton,Gr 12 enrolment: 261,0.6,10.1,19.1,68.9,6.4,98.5,9.6,6.2,Penticton
965,2019/2020,6715008,Princess Margaret Secondary,67,Okanagan Skaha,Public,120 Green Ave W,Penticton,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.46275631,-119.5835755,Princess Margaret,Public,2015,Penticton,Gr 12 enrolment: 113,0.0,14.1,0.0,71.9,5.8,100.0,12.7,7.2,Princess Margaret
966,2019/2020,6715008,Princess Margaret Secondary,67,Okanagan Skaha,Public,120 Green Ave W,Penticton,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.46275631,-119.5835755,Princess Margaret,Public,2016,Penticton,Gr 12 enrolment: 113,0.0,14.1,0.0,70.2,7.4,99.1,16.6,7.1,Princess Margaret
967,2019/2020,6715008,Princess Margaret Secondary,67,Okanagan Skaha,Public,120 Green Ave W,Penticton,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.46275631,-119.5835755,Princess Margaret,Public,2017,Penticton,Gr 12 enrolment: 113,0.0,14.1,0.0,69.6,5.6,95.9,14.4,5.9,Princess Margaret
968,2019/2020,6715008,Princess Margaret Secondary,67,Okanagan Skaha,Public,120 Green Ave W,Penticton,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.46275631,-119.5835755,Princess Margaret,Public,2018,Penticton,Gr 12 enrolment: 113,0.0,14.1,0.0,68.1,9.4,95.8,13.0,6.7,Princess Margaret
969,2019/2020,6715008,Princess Margaret Secondary,67,Okanagan Skaha,Public,120 Green Ave W,Penticton,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.46275631,-119.5835755,Princess Margaret,Public,2019,Penticton,Gr 12 enrolment: 113,0.0,14.1,0.0,69.1,8.1,99.0,3.5,5.5,Princess Margaret
970,2019/2020,6777002,Summerland Secondary,67,Okanagan Skaha,Public,Box 2501,Summerland,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.60201697,-119.6790774,Summerland,Public,2015,Summerland,Gr 12 enrolment: 115,0.0,14.3,23.8,68.1,8.1,100.0,6.8,6.4,Summerland
971,2019/2020,6777002,Summerland Secondary,67,Okanagan Skaha,Public,Box 2501,Summerland,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.60201697,-119.6790774,Summerland,Public,2016,Summerland,Gr 12 enrolment: 115,0.0,14.3,23.8,70.5,7.3,100.0,7.1,7.4,Summerland
972,2019/2020,6777002,Summerland Secondary,67,Okanagan Skaha,Public,Box 2501,Summerland,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.60201697,-119.6790774,Summerland,Public,2017,Summerland,Gr 12 enrolment: 115,0.0,14.3,23.8,70.5,4.3,100.0,4.7,7.9,Summerland
973,2019/2020,6777002,Summerland Secondary,67,Okanagan Skaha,Public,Box 2501,Summerland,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.60201697,-119.6790774,Summerland,Public,2018,Summerland,Gr 12 enrolment: 115,0.0,14.3,23.8,71.9,5.0,100.0,1.1,7.6,Summerland
974,2019/2020,6777002,Summerland Secondary,67,Okanagan Skaha,Public,Box 2501,Summerland,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.60201697,-119.6790774,Summerland,Public,2019,Summerland,Gr 12 enrolment: 115,0.0,14.3,23.8,66.8,8.0,100.0,1.6,6.4,Summerland
975,2019/2020,6868001,Nanaimo District Secondary,68,Nanaimo-Ladysmith,Public,355 Wakesiah Ave,Nanaimo,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.16104077,-123.9620771,Nanaimo District,Public,2015,Nanaimo,Gr 12 enrolment: 240,2.9,7.6,26.9,68.2,8.9,94.6,31.7,5.3,Nanaimo District
976,2019/2020,6868001,Nanaimo District Secondary,68,Nanaimo-Ladysmith,Public,355 Wakesiah Ave,Nanaimo,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.16104077,-123.9620771,Nanaimo District,Public,2016,Nanaimo,Gr 12 enrolment: 240,2.9,7.6,26.9,67.2,13.2,96.6,22.0,5.5,Nanaimo District
977,2019/2020,6868001,Nanaimo District Secondary,68,Nanaimo-Ladysmith,Public,355 Wakesiah Ave,Nanaimo,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.16104077,-123.9620771,Nanaimo District,Public,2017,Nanaimo,Gr 12 enrolment: 240,2.9,7.6,26.9,67.7,10.6,89.8,29.5,5.4,Nanaimo District
978,2019/2020,6868001,Nanaimo District Secondary,68,Nanaimo-Ladysmith,Public,355 Wakesiah Ave,Nanaimo,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.16104077,-123.9620771,Nanaimo District,Public,2018,Nanaimo,Gr 12 enrolment: 240,2.9,7.6,26.9,70.3,8.5,89.9,28.1,5.3,Nanaimo District
979,2019/2020,6868001,Nanaimo District Secondary,68,Nanaimo-Ladysmith,Public,355 Wakesiah Ave,Nanaimo,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.16104077,-123.9620771,Nanaimo District,Public,2019,Nanaimo,Gr 12 enrolment: 240,2.9,7.6,26.9,70.3,2.5,97.1,16.4,7.3,Nanaimo District
980,2019/2020,6868002,Ladysmith Secondary,68,Nanaimo-Ladysmith,Public,PO Box 190,Ladysmith,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.99007761,-123.8269535,Ladysmith,Public,2015,Ladysmith,Gr 12 enrolment: 124,1.8,10.6,3.5,65.4,11.1,97.3,19.2,5.2,Ladysmith
981,2019/2020,6868002,Ladysmith Secondary,68,Nanaimo-Ladysmith,Public,PO Box 190,Ladysmith,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.99007761,-123.8269535,Ladysmith,Public,2016,Ladysmith,Gr 12 enrolment: 124,1.8,10.6,3.5,62.4,18.5,97.4,18.7,4.1,Ladysmith
982,2019/2020,6868002,Ladysmith Secondary,68,Nanaimo-Ladysmith,Public,PO Box 190,Ladysmith,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.99007761,-123.8269535,Ladysmith,Public,2017,Ladysmith,Gr 12 enrolment: 124,1.8,10.6,3.5,66.1,7.1,95.8,12.3,6.1,Ladysmith
983,2019/2020,6868002,Ladysmith Secondary,68,Nanaimo-Ladysmith,Public,PO Box 190,Ladysmith,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.99007761,-123.8269535,Ladysmith,Public,2018,Ladysmith,Gr 12 enrolment: 124,1.8,10.6,3.5,64.4,20.6,96.7,11.8,4.0,Ladysmith
984,2019/2020,6868002,Ladysmith Secondary,68,Nanaimo-Ladysmith,Public,PO Box 190,Ladysmith,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.99007761,-123.8269535,Ladysmith,Public,2019,Ladysmith,Gr 12 enrolment: 124,1.8,10.6,3.5,66.3,7.8,99.0,12.0,4.5,Ladysmith
985,2019/2020,6868007,Cedar Community Secondary,68,Nanaimo-Ladysmith,Public,1640 Macmillan Rd,Nanaimo,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1142994,-123.8644393,Cedar,Public,2015,Nanaimo,Gr 12 enrolment: 57,3.5,11.9,0.0,,,,,,Cedar
986,2019/2020,6868007,Cedar Community Secondary,68,Nanaimo-Ladysmith,Public,1640 Macmillan Rd,Nanaimo,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1142994,-123.8644393,Cedar,Public,2016,Nanaimo,Gr 12 enrolment: 57,3.5,11.9,0.0,,,,,,Cedar
987,2019/2020,6868007,Cedar Community Secondary,68,Nanaimo-Ladysmith,Public,1640 Macmillan Rd,Nanaimo,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1142994,-123.8644393,Cedar,Public,2017,Nanaimo,Gr 12 enrolment: 57,3.5,11.9,0.0,58.5,17.5,97.2,30.0,2.7,Cedar
988,2019/2020,6868007,Cedar Community Secondary,68,Nanaimo-Ladysmith,Public,1640 Macmillan Rd,Nanaimo,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1142994,-123.8644393,Cedar,Public,2018,Nanaimo,Gr 12 enrolment: 57,3.5,11.9,0.0,,,,,,Cedar
989,2019/2020,6868007,Cedar Community Secondary,68,Nanaimo-Ladysmith,Public,1640 Macmillan Rd,Nanaimo,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1142994,-123.8644393,Cedar,Public,2019,Nanaimo,Gr 12 enrolment: 57,3.5,11.9,0.0,65.5,4.7,97.6,17.4,4.7,Cedar
990,2019/2020,6868010,Dover Bay Secondary,68,Nanaimo-Ladysmith,Public,6135 McGirr Rd,Nanaimo,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.23524753,-124.0330813,Dover Bay,Public,2015,Nanaimo,Gr 12 enrolment: 288,4.0,7.2,0.0,70.7,7.5,97.1,17.5,6.6,Dover Bay
991,2019/2020,6868010,Dover Bay Secondary,68,Nanaimo-Ladysmith,Public,6135 McGirr Rd,Nanaimo,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.23524753,-124.0330813,Dover Bay,Public,2016,Nanaimo,Gr 12 enrolment: 288,4.0,7.2,0.0,71.3,6.8,94.8,17.5,6.7,Dover Bay
992,2019/2020,6868010,Dover Bay Secondary,68,Nanaimo-Ladysmith,Public,6135 McGirr Rd,Nanaimo,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.23524753,-124.0330813,Dover Bay,Public,2017,Nanaimo,Gr 12 enrolment: 288,4.0,7.2,0.0,67.9,8.0,95.2,20.5,6.3,Dover Bay
993,2019/2020,6868010,Dover Bay Secondary,68,Nanaimo-Ladysmith,Public,6135 McGirr Rd,Nanaimo,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.23524753,-124.0330813,Dover Bay,Public,2018,Nanaimo,Gr 12 enrolment: 288,4.0,7.2,0.0,70.4,9.8,95.8,13.4,6.4,Dover Bay
994,2019/2020,6868010,Dover Bay Secondary,68,Nanaimo-Ladysmith,Public,6135 McGirr Rd,Nanaimo,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.23524753,-124.0330813,Dover Bay,Public,2019,Nanaimo,Gr 12 enrolment: 288,4.0,7.2,0.0,69.9,5.8,97.0,14.3,7.0,Dover Bay
995,2019/2020,6868011,John Barsby Community School,68,Nanaimo-Ladysmith,Public,550 Seventh St,Nanaimo,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.14903031,-123.951348,John Barsby,Public,2015,Nanaimo,Gr 12 enrolment: 121,4.2,13.0,0.0,59.0,23.4,90.5,35.2,1.9,John Barsby
996,2019/2020,6868011,John Barsby Community School,68,Nanaimo-Ladysmith,Public,550 Seventh St,Nanaimo,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.14903031,-123.951348,John Barsby,Public,2016,Nanaimo,Gr 12 enrolment: 121,4.2,13.0,0.0,58.3,25.7,88.3,49.5,1.2,John Barsby
997,2019/2020,6868011,John Barsby Community School,68,Nanaimo-Ladysmith,Public,550 Seventh St,Nanaimo,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.14903031,-123.951348,John Barsby,Public,2017,Nanaimo,Gr 12 enrolment: 121,4.2,13.0,0.0,57.5,23.1,85.9,37.9,1.3,John Barsby
998,2019/2020,6868011,John Barsby Community School,68,Nanaimo-Ladysmith,Public,550 Seventh St,Nanaimo,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.14903031,-123.951348,John Barsby,Public,2018,Nanaimo,Gr 12 enrolment: 121,4.2,13.0,0.0,63.2,13.9,96.8,35.0,3.8,John Barsby
999,2019/2020,6868011,John Barsby Community School,68,Nanaimo-Ladysmith,Public,550 Seventh St,Nanaimo,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.14903031,-123.951348,John Barsby,Public,2019,Nanaimo,Gr 12 enrolment: 121,4.2,13.0,0.0,65.2,9.3,98.9,33.4,4.9,John Barsby
1000,2019/2020,6868015,Wellington Secondary,68,Nanaimo-Ladysmith,Public,3135 Mexicana Rd,Nanaimo,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.20934873,-124.0002675,Wellington,Public,2015,Nanaimo,Gr 12 enrolment: 178,2.8,7.9,0.0,64.0,18.1,97.9,10.2,4.2,Wellington
